id,name,category,category_slug,subcategory,subcategory_slug,image,thumbnail,width,height,sha256
098,比例原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/098-比例原则.png,v2/thumbnails/02-visual-principles/098-比例原则.jpg,1086,1448,ba425633e6db645da5d4ec4c2785f1c5033ae9780ec84cb9835c831bd610ee3a
099,尺度对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/099-尺度对比原则.png,v2/thumbnails/02-visual-principles/099-尺度对比原则.jpg,1086,1448,4c5d028db94e80fe48f6eb90d3e288f60ff3d2b9055ce0a825f516bace82c73b
100,明暗对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/100-明暗对比原则.png,v2/thumbnails/02-visual-principles/100-明暗对比原则.jpg,1086,1448,542d4c8ec443fa1fc97d86054a455dc1b31f078cf9e1769af8536243f840c446
101,色彩对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/101-色彩对比原则.png,v2/thumbnails/02-visual-principles/101-色彩对比原则.jpg,1086,1448,585f7f664cad4676c90266a4ea561ebc2c92121ca82b38a984edeb7707d709e9
102,形状对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/102-形状对比原则.png,v2/thumbnails/02-visual-principles/102-形状对比原则.jpg,1086,1448,59894ebcb9c95325a4273c059ef1f0d7147a60a66854dcee592a2ed26959d1e6
103,质感对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/103-质感对比原则.png,v2/thumbnails/02-visual-principles/103-质感对比原则.jpg,1086,1448,59c1f3680ed27878fc9906e4efd94f0b855727f7a9638910be4311cab32f3a20
104,动静对比原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/104-动静对比原则.png,v2/thumbnails/02-visual-principles/104-动静对比原则.jpg,1086,1448,3bafdb9573e64cfc9fcbd822587ef705f08529976000edcf71bea37f8943b505
105,并置原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/105-并置原则.png,v2/thumbnails/02-visual-principles/105-并置原则.jpg,1086,1448,32542823d1cf37ddfdd3488c7e1c9a7c4fa5f0b62486fedf865a1b04bf705e1e
106,隔离原则,视觉原则与阅读模式,02-visual-principles,层级、比例与对比,hierarchy-contrast,v2/images/02-visual-principles/106-隔离原则.png,v2/thumbnails/02-visual-principles/106-隔离原则.jpg,1086,1448,701366724e1eccec73229da68884d8197f78ea1a78d5367f2af28300c6299967
107,重复原则,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/107-重复原则.png,v2/thumbnails/02-visual-principles/107-重复原则.jpg,1086,1448,c1b14252a4b2e343ece3cb2a9aef69bfcc73c85daebf2a3cc4a76385ff05b367
108,图案组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/108-图案组织.png,v2/thumbnails/02-visual-principles/108-图案组织.jpg,1086,1448,4fdb15e162a795a6d7a5e4f2f85fb992efda9b4fb709926f0f887fbd22271ddd
109,节奏组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/109-节奏组织.png,v2/thumbnails/02-visual-principles/109-节奏组织.jpg,1086,1448,5750d757d72f0890d34afa595d511eedfa1661474434493b720a0f4543d88b77
110,渐变组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/110-渐变组织.png,v2/thumbnails/02-visual-principles/110-渐变组织.jpg,1086,1448,f299b6cbf80cafeef96f6fd713125ba4e1df2bcf0b9f1a654dc0888acbeee9b6
111,交替节奏组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/111-交替节奏组织.png,v2/thumbnails/02-visual-principles/111-交替节奏组织.jpg,1086,1448,540830f9fa1ad33cb1054221b07c59aad2f9124267fb8416838bc46d5c59b73f
112,渐进节奏组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/112-渐进节奏组织.png,v2/thumbnails/02-visual-principles/112-渐进节奏组织.jpg,1086,1448,53716ac910a1aeeef1d06f1d4aa716e84031dee2a90489bfb982e06a7b2a2771
113,流动节奏组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/113-流动节奏组织.png,v2/thumbnails/02-visual-principles/113-流动节奏组织.jpg,1086,1448,80b35b0ecf5447b73f66366721fac4c965a8fcb804561f29e239ddb3c2aceb85
114,随机节奏组织,视觉原则与阅读模式,02-visual-principles,重复、图案与节奏,repetition-rhythm,v2/images/02-visual-principles/114-随机节奏组织.png,v2/thumbnails/02-visual-principles/114-随机节奏组织.jpg,1086,1448,5e2fa427d2a4262f5f3ffd0e226df3ffda9ebc448c33b5d3e909eaafaf5cf996
115,相似性原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/115-相似性原则.png,v2/thumbnails/02-visual-principles/115-相似性原则.jpg,1086,1448,e2d7a0ff343e8740445ea563759e2a09a4616426ab654cdb4a4e188356d92232
116,邻近性原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/116-邻近性原则.png,v2/thumbnails/02-visual-principles/116-邻近性原则.jpg,1086,1448,a3e0262bda106e0273218baf231d9730413802e2165cec449c8f8f0b02f6b35c
117,连续性原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/117-连续性原则.png,v2/thumbnails/02-visual-principles/117-连续性原则.jpg,1086,1448,236949d978e096f220ed82a1576d028783a6c6aaab85d612d83b7274657901ba
118,闭合性原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/118-闭合性原则.png,v2/thumbnails/02-visual-principles/118-闭合性原则.jpg,1086,1448,d8d45844c5f24103c767e8d6399fec3f9ce0261a0f902587b749dba0a21c0e4b
119,图底关系原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/119-图底关系原则.png,v2/thumbnails/02-visual-principles/119-图底关系原则.jpg,1086,1448,9fd0c958cc1f70d05e6235e2b1756a504c6e0afff0116f5843d55560a5bff0fc
120,共同区域原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/120-共同区域原则.png,v2/thumbnails/02-visual-principles/120-共同区域原则.jpg,1086,1448,a874da25aba36b36ebcc75b5503305162ed5c8ccaba503af3de7da2a99ef40c7
121,共同命运原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/121-共同命运原则.png,v2/thumbnails/02-visual-principles/121-共同命运原则.jpg,1086,1448,cec13e9dc34c5fdfc5cde930b7437adff542e8f59f0c7f8a1031d4f08ae4d75e
122,简化构图原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/122-简化构图原则.png,v2/thumbnails/02-visual-principles/122-简化构图原则.jpg,1086,1448,d3ec6ffb4d490167f6ce28b4ee8d0e042352f8b52bcd1b2c4c90f16e3202b18f
123,裁切构图,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/123-裁切构图.png,v2/thumbnails/02-visual-principles/123-裁切构图.jpg,1086,1448,3c072faab7313eb341eef6071527257e80711e5524be967ca2db1fb546830425
124,满幅构图,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/124-满幅构图.png,v2/thumbnails/02-visual-principles/124-满幅构图.jpg,1086,1448,1bec68c41ae71a0175a511e45bc54cb9b0061e1476d8306babfb6d87a57ff2c2
125,疏密对比原则,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/125-疏密对比原则.png,v2/thumbnails/02-visual-principles/125-疏密对比原则.jpg,1086,1448,602323d73dd74b717c950227a970b627792da1b98ff83d2e2ebf7e244b5a4322
126,群组构图,视觉原则与阅读模式,02-visual-principles,格式塔与组群,gestalt-grouping,v2/images/02-visual-principles/126-群组构图.png,v2/thumbnails/02-visual-principles/126-群组构图.jpg,1086,1448,7c895fd1522d3ea1ea40851c9b512308ce3a61577a5071906a0805fcac86167d
127,F 型扫描模式,视觉原则与阅读模式,02-visual-principles,页面阅读模式,reading-patterns,v2/images/02-visual-principles/127-F 型扫描模式.png,v2/thumbnails/02-visual-principles/127-F 型扫描模式.jpg,1086,1448,f0a432cfe0a691a4fb86e0b365a2f42e2e898b061f202cd9db12772b889869ae
128,Z 型扫描模式,视觉原则与阅读模式,02-visual-principles,页面阅读模式,reading-patterns,v2/images/02-visual-principles/128-Z 型扫描模式.png,v2/thumbnails/02-visual-principles/128-Z 型扫描模式.jpg,1086,1448,0198e3eddc17efc5d2cdca261b56c9ecc13be2074073b03de51109e47a7cb254
129,古腾堡图式,视觉原则与阅读模式,02-visual-principles,页面阅读模式,reading-patterns,v2/images/02-visual-principles/129-古腾堡图式.png,v2/thumbnails/02-visual-principles/129-古腾堡图式.jpg,1086,1448,95d6bbe38355c2f9da10e8ee773758ba44577d9901dccf194240df7c391ae0b8
130,层蛋糕扫描模式,视觉原则与阅读模式,02-visual-principles,页面阅读模式,reading-patterns,v2/images/02-visual-principles/130-层蛋糕扫描模式.png,v2/thumbnails/02-visual-principles/130-层蛋糕扫描模式.jpg,1086,1448,5b6ecdef3a49d29744c69f73ab56fef0d9137cb9246f2c80655483d15e427550
131,斑点扫描模式,视觉原则与阅读模式,02-visual-principles,页面阅读模式,reading-patterns,v2/images/02-visual-principles/131-斑点扫描模式.png,v2/thumbnails/02-visual-principles/131-斑点扫描模式.jpg,1086,1448,cd18193a6c5ee35ca29c9f9fff9d50097bde7ff8a1554f8ca8c208976c367259
132,单栏版式,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/132-单栏版式.png,v2/thumbnails/03-editorial-advertising/132-单栏版式.jpg,1086,1448,709508f743d8fcb4d6f319ec3a4945493ed538034ba9c6a806e0b846b6cf3012
133,双栏版式,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/133-双栏版式.png,v2/thumbnails/03-editorial-advertising/133-双栏版式.jpg,1086,1448,8ded7eca7cf4f5f9c93e7bab69bcf75045b4aa89ab5aa429032475bd7b5793cf
134,多栏版式,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/134-多栏版式.png,v2/thumbnails/03-editorial-advertising/134-多栏版式.jpg,1086,1448,cc6ba1a8e5196a45b4bc0822280f3cdba1f1b66018a23e784b998f2206965c14
135,对称跨页,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/135-对称跨页.png,v2/thumbnails/03-editorial-advertising/135-对称跨页.jpg,1086,1448,da7e6789de92ecdfca2182caca2a226057189ccee38778932492737eb8d1debb
136,非对称跨页,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/136-非对称跨页.png,v2/thumbnails/03-editorial-advertising/136-非对称跨页.jpg,1086,1448,c312c536d92246ba2741cb492ae92c1fa9421ee39c4435183f65b4493c11a8f3
137,通版跨页,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/137-通版跨页.png,v2/thumbnails/03-editorial-advertising/137-通版跨页.jpg,1086,1448,7a4322aaad176e40f28b2fedbaefd468fbb4529b6f46ddba10f8a4bc0d57c20e
138,满出血版式,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/138-满出血版式.png,v2/thumbnails/03-editorial-advertising/138-满出血版式.jpg,1086,1448,e5536e8a5cc9e037b24912c6c965658a117f0992884658b5a40cdc4d5a956444
139,无出血版式,平面、出版与广告,03-editorial-advertising,分栏、跨页与出血,columns-spreads,v2/images/03-editorial-advertising/139-无出血版式.png,v2/thumbnails/03-editorial-advertising/139-无出血版式.jpg,1086,1448,20970b80896ed5a61738546b57b80cebfc1c1468543de33ea2fbb463064f73cf
140,图片主导版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/140-图片主导版式.png,v2/thumbnails/03-editorial-advertising/140-图片主导版式.jpg,1086,1448,981e225d87dc788874490652bf3be5662ef99e31bf926382deedc0fc1d364bc5
141,文字主导版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/141-文字主导版式.png,v2/thumbnails/03-editorial-advertising/141-文字主导版式.jpg,1086,1448,7301d7b4e4a028c5b01f4e4131d3285f9fc732549ec9548bbb8a0a441992971a
142,大标题版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/142-大标题版式.png,v2/thumbnails/03-editorial-advertising/142-大标题版式.jpg,1086,1448,06d74e2d90c17ee55bd2dab3cfd6b3cf23e6f54c0ec1e1ebd6749e09596cd6e7
143,图片窗口版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/143-图片窗口版式.png,v2/thumbnails/03-editorial-advertising/143-图片窗口版式.jpg,1086,1448,97c7193c81238119f014a87c23439b3c9622c7a94e46dfd4ba38300f6aafa0b7
144,框架版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/144-框架版式.png,v2/thumbnails/03-editorial-advertising/144-框架版式.jpg,1086,1448,07bf60785f70dc5ba11db10a8bb912afbd4af49433781fbf3807f96c5009aba9
145,多面板版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/145-多面板版式.png,v2/thumbnails/03-editorial-advertising/145-多面板版式.jpg,1086,1448,5b19c27061fc1ef7998ccdf9a611789bc7533924b9de65bbcf8a1ddbaf84bed9
146,蒙德里安版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/146-蒙德里安版式.png,v2/thumbnails/03-editorial-advertising/146-蒙德里安版式.jpg,1086,1448,1f998a4b19e4d2f0716f2a8e2ecac5dd6c23a6d8e0fafdf42974dc0cd58c9e5c
147,马戏团版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/147-马戏团版式.png,v2/thumbnails/03-editorial-advertising/147-马戏团版式.jpg,1086,1448,169c5a10a8711da512bc7c8a7f0fb2b9edee228eb2e66913cc38f4ca2b1e4b60
148,剪影版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/148-剪影版式.png,v2/thumbnails/03-editorial-advertising/148-剪影版式.jpg,1086,1448,58905edad65cff98b4060b30c1362695255d1bee100a59f0cacff61faecba1cb
149,字母造型版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/149-字母造型版式.png,v2/thumbnails/03-editorial-advertising/149-字母造型版式.jpg,1086,1448,281fd828fd9b9fd42a93f57e64740c334ae254b04b1b221e623bf7a8d0a38c29
150,图文谜语版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/150-图文谜语版式.png,v2/thumbnails/03-editorial-advertising/150-图文谜语版式.jpg,1086,1448,cd766e70c67d9ec1f5a1f2965375c5fa476cb5016457346833aba4ccc336d121
151,拼贴版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/151-拼贴版式.png,v2/thumbnails/03-editorial-advertising/151-拼贴版式.jpg,1086,1448,5d862d3cc8858977c0e2bf224dec4300ec5f5bd72ccea83d50962b37fbf24110
152,蒙太奇版式,平面、出版与广告,03-editorial-advertising,图文主导与表现型版式,expressive-layouts,v2/images/03-editorial-advertising/152-蒙太奇版式.png,v2/thumbnails/03-editorial-advertising/152-蒙太奇版式.jpg,1086,1448,7eb7e86c477f3832a18897bfb4b9d45dd58f7dbe5d30660bb2db4c2a66a7133d
153,模块化页面,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/153-模块化页面.png,v2/thumbnails/03-editorial-advertising/153-模块化页面.jpg,1086,1448,57d046483a0c0010a800d6aa99d39262362cc8f1b8af0d1643d0b0a7b2395cdc
154,区块式版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/154-区块式版式.png,v2/thumbnails/03-editorial-advertising/154-区块式版式.jpg,1086,1448,15c342ed18b27aa99c085f0066c4e18a8569155a35c568b68fb56748c07ab581
155,插页式版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/155-插页式版式.png,v2/thumbnails/03-editorial-advertising/155-插页式版式.jpg,1086,1448,725c02c9a9aaaaa6cc29a5a5f8026db730b5f7ea0bed2344af245bcca41b9153
156,侧栏版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/156-侧栏版式.png,v2/thumbnails/03-editorial-advertising/156-侧栏版式.jpg,1086,1448,5e90266f6c602c4be5598b423b0ab5002d4da490f346d237f3c3a8f6c5802312
157,边注版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/157-边注版式.png,v2/thumbnails/03-editorial-advertising/157-边注版式.jpg,1086,1448,db3babe08a5495727b093da31d61ab9ffdfc05a6a58d055530cd6827017bba58
158,环绕图版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/158-环绕图版式.png,v2/thumbnails/03-editorial-advertising/158-环绕图版式.jpg,1086,1448,74ed424c159983a51287964b0d0fb889e5e1c57eebfa49566586c3c98747114a
159,浮动块版式,平面、出版与广告,03-editorial-advertising,模块、侧栏与图文关系,modules-annotations,v2/images/03-editorial-advertising/159-浮动块版式.png,v2/thumbnails/03-editorial-advertising/159-浮动块版式.jpg,1086,1448,6739153952b4588891173b986f03619f55d97ee89991815b281dc14235f18e75
160,封面版式,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/160-封面版式.png,v2/thumbnails/03-editorial-advertising/160-封面版式.jpg,1086,1448,451f4c1300208ae1092be5fd8c227a37bcdabc3d8ea48e5931e331940e52adf2
161,章节扉页,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/161-章节扉页.png,v2/thumbnails/03-editorial-advertising/161-章节扉页.jpg,1086,1448,6ce18680cf4db6e4a99f5fa50f32e71497e62d87d629b822f84aac9731a52a08
162,栏目开启页,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/162-栏目开启页.png,v2/thumbnails/03-editorial-advertising/162-栏目开启页.jpg,1086,1448,93a7c823dff384e88d05ebea5f542e5a1cc174efae6dd5084446a3ad9b0aeddb
163,特写跨页,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/163-特写跨页.png,v2/thumbnails/03-editorial-advertising/163-特写跨页.jpg,1086,1448,0f0ad86455c1e3fbe2fd37655a2fd3aa46d5865a25805e0ac13f95333f7bb77b
164,目录版式,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/164-目录版式.png,v2/thumbnails/03-editorial-advertising/164-目录版式.jpg,1086,1448,79959a164150146705b94bb254c8346f9491c53c7fd6b3006536e289b8133487
165,索引版式,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/165-索引版式.png,v2/thumbnails/03-editorial-advertising/165-索引版式.jpg,1086,1448,350e1170473d3826cd68952b93bf41bcfb05f5753906d1867aa9d680b8b4694b
166,图录版式,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/166-图录版式.png,v2/thumbnails/03-editorial-advertising/166-图录版式.jpg,1086,1448,c6fa126c45bf0e0304ca2e794b593cca048add0b39b59bec8b25dae1d8d90292
167,引语主导版式,平面、出版与广告,03-editorial-advertising,出版功能页面,editorial-pages,v2/images/03-editorial-advertising/167-引语主导版式.png,v2/thumbnails/03-editorial-advertising/167-引语主导版式.jpg,1086,1448,374b824bbd263697473b92b8193c20fb2a2e0dee5549416561a871252874b997
168,轴线系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/168-轴线系统.png,v2/thumbnails/04-type-grid-cjk/168-轴线系统.jpg,1086,1448,8c0bcda4e4f9cb2d18c71b10651666c0503b43c02ce4ce422dfb1f95c9da5984
169,放射系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/169-放射系统.png,v2/thumbnails/04-type-grid-cjk/169-放射系统.jpg,1086,1448,ccde6ec7dcacb0b6d1fca611d344c168b8fe6e617d1be90bf78d358d57baef50
170,扩张系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/170-扩张系统.png,v2/thumbnails/04-type-grid-cjk/170-扩张系统.jpg,1086,1448,8bc1f9981e862e8dcb9acb55fce3907e719a9a704b0a87cb0dfd070a5e2bd4c3
171,随机系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/171-随机系统.png,v2/thumbnails/04-type-grid-cjk/171-随机系统.jpg,1086,1448,756d362f502892f88d5dbfff75a6865422204c0defda38af119d03e8fbda876a
172,网格系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/172-网格系统.png,v2/thumbnails/04-type-grid-cjk/172-网格系统.jpg,1086,1448,85e9af038dba8ea31f7c7c53bbb09409c95fee73fe9e7de5998b6148560c6476
173,模块系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/173-模块系统.png,v2/thumbnails/04-type-grid-cjk/173-模块系统.jpg,1086,1448,d7cb29ef322a8b3af189964f4ee23a72fb764017900fa579e5417911d8f5778d
174,过渡系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/174-过渡系统.png,v2/thumbnails/04-type-grid-cjk/174-过渡系统.jpg,1086,1448,9882b25330bb83d82a1df810702e1613a5f2710f246306ec6eefee48bc71631d
175,双边系统,字体、网格与东亚文字,04-type-grid-cjk,字体组织系统,type-systems,v2/images/04-type-grid-cjk/175-双边系统.png,v2/thumbnails/04-type-grid-cjk/175-双边系统.jpg,1086,1448,f405d4ddf77ea81cf05c5a81bd43c096fc1eb405ff0cce697b043b975464fb15
176,左对齐右参差,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/176-左对齐右参差.png,v2/thumbnails/04-type-grid-cjk/176-左对齐右参差.jpg,1086,1448,c9d6442bdbaa8d288803c82b0109d4aec59bb760d2c672fb9b67a0c1f4e313f7
177,右对齐左参差,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/177-右对齐左参差.png,v2/thumbnails/04-type-grid-cjk/177-右对齐左参差.jpg,1086,1448,b211a750272bfc00c12b16eae88f17c1806b749aacba6831902213ce8397bdef
178,居中排版,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/178-居中排版.png,v2/thumbnails/04-type-grid-cjk/178-居中排版.jpg,1086,1448,7299a7f328d5a3f08256884b16da38a364cf5fd25ddce80feb715bf316bbfbed
179,两端对齐,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/179-两端对齐.png,v2/thumbnails/04-type-grid-cjk/179-两端对齐.jpg,1086,1448,030dcb189f9548deb999019be971ff61d414848ce564939e09838b9e04a37acc
180,强制两端对齐,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/180-强制两端对齐.png,v2/thumbnails/04-type-grid-cjk/180-强制两端对齐.jpg,1086,1448,e66f5a5b063ef2e1e2bbef4728529dffe5e1ac1190e86416b08110d3415fd772
181,非对称字体排版,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/181-非对称字体排版.png,v2/thumbnails/04-type-grid-cjk/181-非对称字体排版.jpg,1086,1448,dfc731dee551623d965f5a3a7c1abe0d0d4f7ed3870743d8997d6f810341c49f
182,轮廓绕排,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/182-轮廓绕排.png,v2/thumbnails/04-type-grid-cjk/182-轮廓绕排.jpg,1086,1448,70963ad5e019b0ce10f79a1e7843f3b2f4aa5220ae654e28c5e0c3cad9b11011
183,矩形绕排,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/183-矩形绕排.png,v2/thumbnails/04-type-grid-cjk/183-矩形绕排.jpg,1086,1448,3dd6da82fed0319f215861bbbae03aac84b3ce07c8f0d322530d44cde6b0877c
184,跨栏标题,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/184-跨栏标题.png,v2/thumbnails/04-type-grid-cjk/184-跨栏标题.jpg,1086,1448,099bfa05a3dc4326d1f31b1c5fa86445cf73db5ce4d615c56c5ef8c87e09f187
185,悬挂缩进,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/185-悬挂缩进.png,v2/thumbnails/04-type-grid-cjk/185-悬挂缩进.jpg,1086,1448,0d3244641ad6515e593f1eb5331379f795d965e94a1742e42d33248fa7c7ed4a
186,首行缩进,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/186-首行缩进.png,v2/thumbnails/04-type-grid-cjk/186-首行缩进.jpg,1086,1448,fc56737316634cafe01a30fa6feda066896aaa4ffd9cfd15cb2b3d57f198adb4
187,凸排标点,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/187-凸排标点.png,v2/thumbnails/04-type-grid-cjk/187-凸排标点.jpg,1086,1448,7aaf734e3aadea1eee4b1760eb12c5f1a9da58e0acc5fd438345f48da03c17e3
188,基线对齐,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/188-基线对齐.png,v2/thumbnails/04-type-grid-cjk/188-基线对齐.jpg,1086,1448,8314f405f4435a0a984cc2065e4a40e080c661dd35fc37317dce2b2573d1ef04
189,形状文字,字体、网格与东亚文字,04-type-grid-cjk,对齐、缩进与文字造型,typesetting,v2/images/04-type-grid-cjk/189-形状文字.png,v2/thumbnails/04-type-grid-cjk/189-形状文字.jpg,1086,1448,1ebdac100449654a927f78296198fb8838caed20d3aebdbdfd57b31481a0bb6c
